Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
unscheduled_morning_encounter_helping_wind_girl_5fd224ca_1		She looks troubled but relents, stepping aside to let me in.	game/events/plot/prologue/prologue.rpy	67	"[what]"
unscheduled_morning_encounter_helping_wind_girl_a4f086e9_1		Getting a clear look for the first time, the room isn't in that bad of a shape. A few things are strewn about but the only real trouble are the shards of glass.	game/events/plot/prologue/prologue.rpy	69	"[what]"
unscheduled_morning_encounter_helping_wind_girl_e72ede03_1	mc.says	I'm [mc.name()], by the way. I'm an incoming first-year.	game/events/plot/prologue/prologue.rpy	72	mc.says "[what]"
unscheduled_morning_encounter_helping_wind_girl_b908ff7f_1	wg.says	[wg.name()]. I'm also a first-year.	game/events/plot/prologue/prologue.rpy	76	wg.says "[what]"
unscheduled_morning_encounter_helping_wind_girl_17a33b68_1		Finding the trash bin, I start carefully collecting the glass as I find it and disposing of it.	game/events/plot/prologue/prologue.rpy	78	"[what]"
unscheduled_morning_encounter_helping_wind_girl_3b14b9d0_1		The silence grows awkward and I can't hold my curiosity back any longer.	game/events/plot/prologue/prologue.rpy	80	"[what]"
unscheduled_morning_encounter_helping_wind_girl_90bb1f3c_1	mc.says	So what happened in here?	game/events/plot/prologue/prologue.rpy	82	mc.says "[what]"
unscheduled_morning_encounter_helping_wind_girl_4843a247_1	wg.says	I messed up, OK?	game/events/plot/prologue/prologue.rpy	84	wg.says "[what]"
unscheduled_morning_encounter_helping_wind_girl_fbce1d2b_1	mc.says	You did this? How?	game/events/plot/prologue/prologue.rpy	86	mc.says "[what]"
unscheduled_morning_encounter_helping_wind_girl_ae4d5770_1	wg.says	I was just... breathing. I do breathing exercises in the morning.	game/events/plot/prologue/prologue.rpy	88	wg.says "[what]"
unscheduled_morning_encounter_helping_wind_girl_10f179fa_1	wg.says	It's just me and my breath. Flowing into my lungs, then back out again.	game/events/plot/prologue/prologue.rpy	88	wg.says "[what]"
unscheduled_morning_encounter_helping_wind_girl_24eeae4f_1	wg.says	It helps me... work through my anxieties, center myself.	game/events/plot/prologue/prologue.rpy	88	wg.says "[what]"
unscheduled_morning_encounter_helping_wind_girl_c50e7e39_1	wg.says	And sometimes, it feels like the wind joins me. Usually it's empowering. But today...	game/events/plot/prologue/prologue.rpy	88	wg.says "[what]"
unscheduled_morning_encounter_helping_wind_girl_9723f34c_1	wg.says	I'm just not used to spending a lot of time inside. It's so stiffling.	game/events/plot/prologue/prologue.rpy	88	wg.says "[what]"
unscheduled_morning_encounter_helping_wind_girl_d28071d4_1	wg.says	I don't really know what I did, and the next thing I knew the window and door had both burst open.	game/events/plot/prologue/prologue.rpy	88	wg.says "[what]"
unscheduled_morning_encounter_helping_wind_girl_c0d007f8_1	mc.says	Wow, that's incredible.	game/events/plot/prologue/prologue.rpy	102	mc.says "[what]"
unscheduled_morning_encounter_helping_wind_girl_adc8ee23_1	wg.says	Sure, incredible. I've trashed my room and damaged school property and it's not even the first day of classes yet.	game/events/plot/prologue/prologue.rpy	104	wg.says "[what]"
unscheduled_morning_encounter_helping_wind_girl_be40d726_1	mc.says	Yeah, but you can control the wind! You did something effortlessly that I wouldn't even know where to begin with.	game/events/plot/prologue/prologue.rpy	107	mc.says "[what]"
unscheduled_morning_encounter_helping_wind_girl_7f01129e_1		She doesn't respond immediately, considering her words.	game/events/plot/prologue/prologue.rpy	110	"[what]"
unscheduled_morning_encounter_helping_wind_girl_b992ddd1_1	wg.says	I don't really think about it. Not usually, at least. But then things like this can happen.	game/events/plot/prologue/prologue.rpy	112	wg.says "[what]"
unscheduled_morning_encounter_helping_wind_girl_b45d24a3_1	mc.says	Well I guess that's why we're here. I definitely hope I can learn to do anything as cool as this.	game/events/plot/prologue/prologue.rpy	114	mc.says "[what]"
unscheduled_morning_encounter_helping_wind_girl_689b7c0c_1		She cracks a smile, for the first time since we've met, and seems to eye me up and down.	game/events/plot/prologue/prologue.rpy	116	"[what]"
unscheduled_morning_encounter_helping_wind_girl_4d18e520_1	wg.says	I doubt it. You don't look all that impressive.	game/events/plot/prologue/prologue.rpy	118	wg.says "[what]"
unscheduled_morning_encounter_helping_wind_girl_17535bab_1		We laugh at her joke and I feel some of the anxieties of being alone in an unfamiliar city melt. [wg.name()] also looks like she's been able to relax a little too.	game/events/plot/prologue/prologue.rpy	120	"[what]"
unscheduled_morning_encounter_helping_wind_girl_d97d7ca1_1		We spend the rest of the morning cleaning up her room in relative silence but in brighter spirits.	game/events/plot/prologue/prologue.rpy	123	"[what]"
unscheduled_morning_encounter_administrators_discussing_special_cases_b687a49d_1	"Admin1"	We have many prospects this year that show a lot of promise.	game/events/plot/prologue/prologue.rpy	129	"Admin1" "[what]"
unscheduled_morning_encounter_administrators_discussing_special_cases_dfea3ede_1	"Admin2"	Indeed. And 4 chosen by the guilds, twice as many as last year.	game/events/plot/prologue/prologue.rpy	131	"Admin2" "[what]"
unscheduled_morning_encounter_administrators_discussing_special_cases_a8899fe0_1	"Admin1"	How are the guild prospects getting on?	game/events/plot/prologue/prologue.rpy	133	"Admin1" "[what]"
unscheduled_morning_encounter_administrators_discussing_special_cases_5ff06899_1	"Admin2"	Excellent. The one chosen by the navigator's guild is especially powerful. She nearly evacuated her dorm room of air without lifting a finger. Caused quite the stir.	game/events/plot/prologue/prologue.rpy	135	"Admin2" "[what]"
unscheduled_morning_encounter_administrators_discussing_special_cases_863cf3f1_1	"Admin1"	Hah! Wonderful. I have heard the artificers guild's chosen are both brilliant young minds.	game/events/plot/prologue/prologue.rpy	138	"Admin1" "[what]"
unscheduled_morning_encounter_administrators_discussing_special_cases_d0577508_1	"Admin2"	An understatement. They have no understanding of basic artifabrication theory, and so they have no common sense to hold them back. They don't hesitate to achieve the impossible.	game/events/plot/prologue/prologue.rpy	141	"Admin2" "[what]"
unscheduled_morning_encounter_administrators_discussing_special_cases_c94ebdac_1	"Admin2"	Give them a few years and they'll shake the world.	game/events/plot/prologue/prologue.rpy	144	"Admin2" "[what]"
unscheduled_morning_encounter_administrators_discussing_special_cases_ec82c733_1	"Admin1"	I'm sure their time here will be elightening for everyone involved. And what of the last one, the adventurers guild's chosen? I'm not sure I've heard much of them.	game/events/plot/prologue/prologue.rpy	146	"Admin1" "[what]"
unscheduled_morning_encounter_administrators_discussing_special_cases_930c076a_1	"Admin2"	Ah yes, well that one is a bit of a curiosity.	game/events/plot/prologue/prologue.rpy	149	"Admin2" "[what]"
unscheduled_morning_encounter_administrators_discussing_special_cases_f17c9b34_1	"Admin1"	Oh? How so?	game/events/plot/prologue/prologue.rpy	151	"Admin1" "[what]"
unscheduled_morning_encounter_administrators_discussing_special_cases_442be77c_1	"Admin2"	It's just to say... they so far seem completely unremarkable.	game/events/plot/prologue/prologue.rpy	153	"Admin2" "[what]"
unscheduled_morning_encounter_administrators_discussing_special_cases_9311c5b7_1		Admin1 frowns, as if they just saw someone urinating on their couch.	game/events/plot/prologue/prologue.rpy	155	"[what]"
unscheduled_morning_encounter_administrators_discussing_special_cases_3edfa889_1	"Admin1"	Well that can't be right. What did the guild include in their profile? What was the rationale for admission?	game/events/plot/prologue/prologue.rpy	157	"Admin1" "[what]"
unscheduled_morning_encounter_administrators_discussing_special_cases_2e2a1752_1	"Admin2"	They were the child involved in the Karnsley incident.	game/events/plot/prologue/prologue.rpy	160	"Admin2" "[what]"
unscheduled_morning_encounter_administrators_discussing_special_cases_38cbdd28_1	"Admin1"	Oh. I see. Then that is curious. And they haven't demonstrated any innate... talents? Tendencies? Anything that would shed some light on the matter?	game/events/plot/prologue/prologue.rpy	162	"Admin1" "[what]"
unscheduled_morning_encounter_administrators_discussing_special_cases_19eb54ad_1	"Admin2"	As I said, unremarkable. Which is not to say they are an idiot. Just they scored in 52% percentile in the qualifying exam.	game/events/plot/prologue/prologue.rpy	165	"Admin2" "[what]"
unscheduled_morning_encounter_administrators_discussing_special_cases_35d64549_1	"Admin1"	How disappointing. But still, some mysteries run deeper than others. And this one especially has the potential to change everything.	game/events/plot/prologue/prologue.rpy	168	"Admin1" "[what]"
generic_sleep_event_7ab87acf		I return to my room exhausted and promptly fall asleep..	game/events/school/general.rpy	18	"[what]"
generic_water_lesson_fed525de		I attend the water elemental lecture. I feel like I'm starting to get it.	game/events/school/general.rpy	33	"[what]"
generic_wind_lesson_e8fc9206		I attend the wind elemental lecture. I feel like I'm starting to get it.	game/events/school/general.rpy	41	"[what]"
generic_fire_lesson_2da2572a		I attend the fire elemental lecture. I feel like I'm starting to get it.	game/events/school/general.rpy	49	"[what]"
generic_light_lesson_3b65b049		I attend the light elemental lecture. I feel like I'm starting to get it.	game/events/school/general.rpy	57	"[what]"
generic_life_lesson_1f21db23		I attend the life elemental lecture. I feel like I'm starting to get it.	game/events/school/general.rpy	65	"[what]"
generic_kinesis_lesson_77daa54d		I attend the kinesis elemental lecture. I feel like I'm starting to get it.	game/events/school/general.rpy	73	"[what]"
generic_theory_class_cb8f8079		The professor opens up the class to questions while we're free to independently practice chanelling.	game/events/school/theory_lessons.rpy	15	"[what]"
theory_lesson1_3045e3e5	ti.says	Welcome, prospects, to Arcane {i}FUN{/i}damentals! I'm so excited to have you with me on this journey through the foundations of magic and spiritual channeling.	game/events/school/theory_lessons.rpy	30	ti.says "[what]"
theory_lesson1_58594a79	ti.says	Some of you join us with prior study into these matters, however there's a good chance such experience has left you with bad habits and misconceptions.	game/events/school/theory_lessons.rpy	30	ti.says "[what]"
theory_lesson1_abf26f49	ti.says	My goal here is to smooth the rough and imbalanced backgrounds you all come to me with. We will be comprehensive, so you may find some of this redundant. It's up to you whether to take this seriously.	game/events/school/theory_lessons.rpy	30	ti.says "[what]"
theory_lesson1_90fedf59	ti.says	On the other hand, for those of you who find yourself struggling to keep up, I cannot cater the lessons to you either. I have exactly one week to cover the sum total of humanity's understanding on magic theory so I don't have the luxury of slowing down.	game/events/school/theory_lessons.rpy	30	ti.says "[what]"
theory_lesson1_6cd46b00	ti.says	Now we'd best get into the lecture then. We have no time to dilly, let alone dally.	game/events/school/theory_lessons.rpy	30	ti.says "[what]"
theory_lesson1_c243f591		I've been so preocupied by all the expectations on me that I had forgotten why I was so excited to come here in the first place. I'm fascinated by magic and no one could tell me anything about it back home.	game/events/school/theory_lessons.rpy	48	"[what]"
theory_lesson1_358c27ba	ti.says	Today we'll begin by covering the spiritual energies. These are the forces we tap into when we channel our spells and manipulate the world around us.	game/events/school/theory_lessons.rpy	52	ti.says "[what]"
theory_lesson1_7a07794c	ti.says	Classically there have been many attempts to organize and understand these energies, however it's a remarkably difficult endeavor - inconsistencies and exceptions have a way of creeping in.	game/events/school/theory_lessons.rpy	52	ti.says "[what]"
theory_lesson1_b68bbd26	ti.says	The most common classical taxonomies identify six main types which will comprise the curriculum you'll study in your basic level classes here. Those students with the aptitude that find themselves joining one of the research groups here will learn there are many more types of energy that defy this system of classification that are the subject of active research.	game/events/school/theory_lessons.rpy	52	ti.says "[what]"
theory_lesson1_430db539	ti.says	These six classical elements are: water, wind, fire, light, life, and kinesis.	game/events/school/theory_lessons.rpy	52	ti.says "[what]"
theory_lesson1_45fb4f95	ti.says	Why these six? What do these have in common?	game/events/school/theory_lessons.rpy	52	ti.says "[what]"
theory_lesson1_5fa2f1f6	ti.says	Dynamism. Movement. Change. This is the heart of magic. It is why we can make rain on a sunny day, give light to a moonless night. We can mend a broken limb but we cannot impede an oncoming blade. Magic is harnessing the essence of change itself.	game/events/school/theory_lessons.rpy	52	ti.says "[what]"
theory_lesson1_a76c28ac	ti.says	Now, the headmaster would have {i}my{/i} head if I spent all day lecturing on theory alone, so how about we put this to practice?	game/events/school/theory_lessons.rpy	52	ti.says "[what]"
theory_lesson1_106a17ce		The professor puts down his notes and across the room I hear chairs creek as we all lean forward, anticipating something is coming.	game/events/school/theory_lessons.rpy	76	"[what]"
theory_lesson1_3a8420f9		He steps clear of his desk, and makes a sweeping motion with his arm as a slight chill falls on the room. I can't quite make out what he did until some other students gesture up and I notice the air is sparkling. Is that ice?	game/events/school/theory_lessons.rpy	76	"[what]"
theory_lesson1_93e7674c		He then lifts his finger to his mouth as if urging quiet. Moving his hand a few inches from his face and a small flame {i}poofs/{i} into place, floating above his finger.	game/events/school/theory_lessons.rpy	76	"[what]"
theory_lesson1_dbabc52a		He opens his mouth, inhales loudly, and blows the flame into a massive fireball that seems to reach the vaulted ceiling. A loud hiss erupts as the suspended ice rapidly turns to steam that permeates the room.	game/events/school/theory_lessons.rpy	76	"[what]"
theory_lesson1_548cb782		I'm so focused on the effect that I miss what he does next, but everything suddenly grows dark as the curtains are pulled over the windows all across the room. A few students scream as they can't contain their surpsise.	game/events/school/theory_lessons.rpy	76	"[what]"
theory_lesson1_b674cdd7		We sit in darkness and silence for several long moments before a focused beam of light shines onto the front of the room where the professor is standing. Then another, and another, three lights in all shining on him from the corners of the room.	game/events/school/theory_lessons.rpy	76	"[what]"
theory_lesson1_f170b27b		I wait for his next move but he just looks up. I follow his gaze and am greeted by a dozen small rainbows flickering in the mist.	game/events/school/theory_lessons.rpy	76	"[what]"
theory_lesson1_cac52efd		After a few more moments of quiet, the curtains open wide and the effect fades.	game/events/school/theory_lessons.rpy	76	"[what]"
theory_lesson1_cc33fcd9		The professor is still standing in the front of the room, breathing heavily with a massive grin on his face, clearly having enjoyed his own performance.	game/events/school/theory_lessons.rpy	76	"[what]"
theory_lesson1_323ef484		He then takes a bow and I join the rest of the class in applause.	game/events/school/theory_lessons.rpy	76	"[what]"
theory_lesson1_8003224f	ti.says	Hahaha, damn. That always takes it out of me but it's worth it to impress you lot.	game/events/school/theory_lessons.rpy	110	ti.says "[what]"
theory_lesson1_bdf32ed8		He laughs while he works to catch his breath.	game/events/school/theory_lessons.rpy	112	"[what]"
theory_lesson1_b2a0adc5	ti.says	My little show there only made use of five of the six elements; I haven't managed to work in a compelling demonstration of life energy yet.	game/events/school/theory_lessons.rpy	114	ti.says "[what]"
theory_lesson1_4da8bc9b	ti.says	So what have we learned besides that I am an incorrigable show-off?	game/events/school/theory_lessons.rpy	114	ti.says "[what]"
theory_lesson1_19a7b9f4	ti.says	Well any of you who are already a bit practiced will know that it's actually quite difficult to switch quickly between the different elements, but you may not understand why. Let's get into the details and see if we can work it out.	game/events/school/theory_lessons.rpy	114	ti.says "[what]"
theory_lesson1_ac6f01fe	ti.says	The process of channeling can be summarized in three steps:	game/events/school/theory_lessons.rpy	114	ti.says "[what]"
theory_lesson1_1558171b	ti.says	First, Attunement. You must attune yourself to the spiritual energy in question. This is hardest when you first attune yourself to a specific element, but it becomes easier and easier through repitiion until it is second nature.	game/events/school/theory_lessons.rpy	114	ti.says "[what]"
theory_lesson1_cf21000b	ti.says	Second, Recall. You must recall the effect you are trying to create. This is key and where most students misstep. It is not enough to understand what the effect is, or how it looks, but you must evoke the experience of it to be able to materialize it again.	game/events/school/theory_lessons.rpy	114	ti.says "[what]"
theory_lesson1_67fba64b	ti.says	To those of you who are newer to this, yes this means you can only channel phenomena with magic that you have experienced firsthand.	game/events/school/theory_lessons.rpy	114	ti.says "[what]"
theory_lesson1_ad2bc114	ti.says	In your other classes you will practice with simple, easily reproduceable experiences to reinfoce this process.	game/events/school/theory_lessons.rpy	114	ti.says "[what]"
theory_lesson1_800754c5	ti.says	Lastly, you must feed that experience with the mana from within you. The spiritual energies provide us with a template to follow, a mold to fill, but the material to fuel it comes from your own mana.	game/events/school/theory_lessons.rpy	114	ti.says "[what]"
theory_lesson1_9ac5e450	ti.says	These steps each get easier through practice, but it is particularly challanging to switch from attuning one element to another. The mental dexterity it requires to perform this transition smoothly is a skill all of its own.	game/events/school/theory_lessons.rpy	114	ti.says "[what]"
theory_lesson1_ecaea8ee	ti.says	Which is to say, I am very impressive. You may now applaud again.	game/events/school/theory_lessons.rpy	114	ti.says "[what]"
theory_lesson1_38b6a734	ti.says	Thank you for your attention. That concludes our lecture for this morning.	game/events/school/theory_lessons.rpy	151	ti.says "[what]"
theory_lesson1_590d72b6	ti.says	After noon you will find each of the subject matter instructors will be hosting introductory lessons on their respective spiritual element of study.	game/events/school/theory_lessons.rpy	151	ti.says "[what]"
theory_lesson1_13e3db8e	ti.says	These will be hosted each day this week so feel free to attend them in any order you like. These lessons are not mandatory so feel free to self-study or take a walk about town if you prefer, it is a lovely day after all, but don't neglect preparing for your exams.	game/events/school/theory_lessons.rpy	151	ti.says "[what]"
theory_lesson2_d61dc25c	ti.says	Welcome back to arcane fundamentals class! Last time we discussed the spiritual elements and the process of channeling them in the abstract. Today we'll begin our study on channeling by focusing on the first step: Attunement.	game/events/school/theory_lessons.rpy	173	ti.says "[what]"
theory_lesson2_e79fc8f9		Some of the class emits an audible groan.	game/events/school/theory_lessons.rpy	177	"[what]"
theory_lesson2_465d1208	ti.says	Yes, some of you will already be familiar with these drills. We will not be chanelling any complete spells today, feel free to practice at your own pace outside of my class.	game/events/school/theory_lessons.rpy	179	ti.says "[what]"
theory_lesson2_f915a9b1		Understanding catching up to me, I'm a little disappointed as well, but I suspect I could benefit from these drills more than anyone else in class so I shouldn't be ungrateful.	game/events/school/theory_lessons.rpy	182	"[what]"
theory_lesson2_089ec5cc	ti.says	Because Attunement is a skill that more than any other improves through repitition, our exercises today will practice attuning to a single element repeatedly to develop that familiarity.	game/events/school/theory_lessons.rpy	185	ti.says "[what]"
theory_lesson2_0d789b01		I focus on the spiritual energies of [intro_chosen_element]. When I start off, the sensation is surprisingly familiar, a slight humming throughout my body.	game/events/school/theory_lessons.rpy	205	"[what]"
theory_lesson2_1736f9a1		I have never intentionally channeled before, but I have once or twice done so on accident when I was particularly emotionally charged. I'm pleasently surprised that it feels natural already.	game/events/school/theory_lessons.rpy	205	"[what]"
theory_lesson2_8b092df6		After a while the effort starts to give me a headache.	game/events/school/theory_lessons.rpy	205	"[what]"
theory_lesson2_12ce3dda		My headach gets much more intense, but I keep performing the drills.	game/events/school/theory_lessons.rpy	220	"[what]"
theory_lesson2_9ea37c90		I take a short break and feel my headache subside. I continue the drills.	game/events/school/theory_lessons.rpy	228	"[what]"
theory_lesson2_8ba909af	ti.says	Most students by the time they're in their second year specialize in one of the elements. This is in large part due to how potent it is to dedicate your studies to attuning to a single element quickly and efficiently.	game/events/school/theory_lessons.rpy	231	ti.says "[what]"
theory_lesson2_0126130e	ti.says	You don't need to make such a decision immediately, it will probably do you good to have a more generalized grounding so you don't limit your options. But for now, as you're getting started, do stick to any one element as you continue to practice.	game/events/school/theory_lessons.rpy	231	ti.says "[what]"
theory_lesson2_75449cdf		There isn't that much time left in class and my effort has begun to tire me out.	game/events/school/theory_lessons.rpy	241	"[what]"
theory_lesson2_ddd6e95a		The headache comes back, more intensely than before.	game/events/school/theory_lessons.rpy	244	"[what]"
theory_lesson2_8c746d3c		My persistent headache, which I've managed to ignore so far, grows near unbearable.	game/events/school/theory_lessons.rpy	246	"[what]"
theory_lesson2_602f8ece		I push to continue my drills despite the throbbing and buzzing in my ears.	game/events/school/theory_lessons.rpy	252	"[what]"
theory_lesson2_3d4b649a		I can only manage it for a little while before I collapse exhausted until class ends.	game/events/school/theory_lessons.rpy	257	"[what]"
theory_lesson2_edb655c0		I release my concentration and relief hits me immediately, though my headache doesn't go away completely by the time class ends.	game/events/school/theory_lessons.rpy	260	"[what]"
theory_lesson3_3c630d60	ti.says	Welcome back to arcane fundamentals class! Last time we covered attunement in more detail. Today we'll be focusing on the second phase of channeling: Recall.	game/events/school/theory_lessons.rpy	273	ti.says "[what]"
theory_lesson3_8846f9ec		I'm a little hesitant after pushing myself so hard last time, but I can't help but be excited.	game/events/school/theory_lessons.rpy	276	"[what]"
theory_lesson3_a8f6f4bb	ti.says	The recall step in channeling imposes a limitation on your abilities that no amount of study or practice can overcome. Great Magi improve their repetoire through a long and varied life experiences. In a way, true masters of the art are avid students of life itself.	game/events/school/theory_lessons.rpy	278	ti.says "[what]"
theory_lesson3_615d8bc9		The professor looks pensive for a moment.	game/events/school/theory_lessons.rpy	282	"[what]"
theory_lesson3_8841cb80	ti.says	That was awfully deep, wasn't it? Well don't go getting any bright ideas about rushing out of here to go living life to the fullest. If I'm stuck inside here, you are too.	game/events/school/theory_lessons.rpy	284	ti.says "[what]"
theory_lesson3_e0e59884	ti.says	The fact is that while life experiences are a necessary component, they are by no means sufficient. Which means more drills!	game/events/school/theory_lessons.rpy	284	ti.says "[what]"
theory_lesson3_45d79c38	ti.says	Today we'll again limit our attention and improve through repetition. Focus on a memory of a simple physical phenomenon that aligns to one of the spiritual elements.	game/events/school/theory_lessons.rpy	284	ti.says "[what]"
theory_lesson3_51eb3677	ti.says	If you don't already have an experience in mind, I suggest you try lifting your pencil and dropping it several times. Then focus on the experience of the pencils motion before attuning yourself to the energies of Kinesis.	game/events/school/theory_lessons.rpy	284	ti.says "[what]"
theory_lesson3_64dabf41		Not having any better ideas, and feeling a bit foolish, I begin repeatedly dropping my pencil.	game/events/school/theory_lessons.rpy	299	"[what]"
theory_lesson3_ddb6ec49		I try to focus on the imagery of watching it fall. The rate at which it falls, the sounds of it clattering, the way it bounces chaotically on my desk.	game/events/school/theory_lessons.rpy	299	"[what]"
theory_lesson3_b1cf6202		Then I attune to Kinesis and try recalling that experience.	game/events/school/theory_lessons.rpy	299	"[what]"
theory_lesson3_99cefffd		Nothing happens at first, which isn't too surprising, but I soon grow frustrated with my lack of progress and start fiddling with the pencil again.	game/events/school/theory_lessons.rpy	299	"[what]"
theory_lesson3_ec0bfb8b	ti.says	Remember, if you're trying to explore Kinesis, focus both on the pencil rising and falling. In particular you're the one lifting the pencil so you'll have a more intimate connection to that experience.	game/events/school/theory_lessons.rpy	311	ti.says "[what]"
theory_lesson3_16ae11c2		I try again with the Professor's advice in mind and it doesn't take too long before I start to feel something.	game/events/school/theory_lessons.rpy	315	"[what]"
theory_lesson3_3da54b3f		I've been attuning this whole time so the familiar humming is back, but now I feel like I can see the motion of the pencil in space, rising gently above my desk then tumbling again.	game/events/school/theory_lessons.rpy	315	"[what]"
theory_lesson3_f9c9eec6		We keep the drills up throughout class, the professor offering more helpful hints.	game/events/school/theory_lessons.rpy	323	"[what]"
theory_lesson4_871613ff	ti.says	Welcome back to arcane fundamentals class! Today will be the final day of our exploration of the mechanics of channeling as we discuss infusing our spell with Mana.	game/events/school/theory_lessons.rpy	335	ti.says "[what]"
theory_lesson4_9b94f77c		This is probably the subject I'm most familiar with so far.	game/events/school/theory_lessons.rpy	338	"[what]"
theory_lesson4_4da6e964	ti.says	Man I'm so uncofident about this mana thing.	game/events/school/theory_lessons.rpy	340	ti.says "[what]"
theory_lesson4_cfbd11d8	ti.says	Mana is another concept with some traditional understanding that we've discovered to be incomplete with more research into the field.	game/events/school/theory_lessons.rpy	340	ti.says "[what]"
theory_lesson4_32cc448a	ti.says	It is a energy of living things. You can use it to magic. You can also use it to not magic.	game/events/school/theory_lessons.rpy	340	ti.says "[what]"
theory_lesson5_57b4ef43	ti.says	Today is the last day of our series on Arcane Fundamentals.	game/events/school/theory_lessons.rpy	356	ti.says "[what]"
theory_lesson5_0381c97c	ti.says	Rather than focusing the lecture on any specific subject, today will be student guided. If you have any questions or areas you want elaboration on now is your chance to ask them before your exams tomorrow.	game/events/school/theory_lessons.rpy	356	ti.says "[what]"
theory_lesson5_d58821b6		We spend the class reviewing a number of concepts and clarifying channeling techniques.	game/events/school/theory_lessons.rpy	364	"[what]"
theory_lesson5_43b9a8af	ti.says	Before we conclude, does anyone have any final questions?	game/events/school/theory_lessons.rpy	368	ti.says "[what]"
theory_lesson5_076125c8		Many of the other students around me look bored or half-asleep, but for me the novelty hasn't worn off. My mind is reeling from how much we've learned in just one week. This puts many of my experiences into perspective, but something about this explanation feels off.	game/events/school/theory_lessons.rpy	370	"[what]"
theory_lesson5_cc9bbc8e		When it finally clicks and I shoot my hand into the air.	game/events/school/theory_lessons.rpy	370	"[what]"
theory_lesson5_a74f5fbf	ti.says	Yes, a question in the back?	game/events/school/theory_lessons.rpy	378	ti.says "[what]"
theory_lesson5_9f166ed5	mc.says	Professor, you've covered a lot on spiritural energy, but what about the spirits themselves?	game/events/school/theory_lessons.rpy	380	mc.says "[what]"
theory_lesson5_19495240	ti.says	Ah, an interesting line of inquiry. One that many have devoted their lives to researching with... inconsistent results.	game/events/school/theory_lessons.rpy	383	ti.says "[what]"
theory_lesson5_c134e97e	ti.says	This is a subject I've glossed over in the interest of time but I'm glad you've asked and you deserve an answer.	game/events/school/theory_lessons.rpy	383	ti.says "[what]"
theory_lesson5_e4cd6504	ti.says	To cut to the heart of your question, you seek to personify the energies we call upon in our practice of magic. Many traditional belief systems teach of these beings we call "the spirits", give them will, give them agency.	game/events/school/theory_lessons.rpy	383	ti.says "[what]"
theory_lesson5_097be529	ti.says	But our way here is of empiricism. We conclude only what we can see, what we can touch, what we can measure.	game/events/school/theory_lessons.rpy	383	ti.says "[what]"
theory_lesson5_326532de	ti.says	It's not that magi have disproven the existence of spirits, per se. It's just that the question is ill formed. We cannot know whether the the spirits have will anymore than we can know whether the earth or the sky or the chairs upon which you rest have will. Do they mind your rear end pressed upon them? Perhaps they fancy some more than others?	game/events/school/theory_lessons.rpy	383	ti.says "[what]"
theory_lesson5_c603baf6	ti.says	Of course the spirits are where we get the modifier "spiritual" that we ascribe to this energy and how we channel it. Whether you interpret this as a linguistic holdover or literally is a matter of personal belief and not in the domain of these lectures.	game/events/school/theory_lessons.rpy	383	ti.says "[what]"
theory_lesson5_65e2d563		I shouldn't be but I'm still surprised by how differently people here consider the spirits than back home.	game/events/school/theory_lessons.rpy	406	"[what]"
theory_lesson5_6a8799b3		I'm not surprised to hear this perspective, and there is a logic to what he's saying. Maybe the spirits are just a superstitious interpretation of these energies.	game/events/school/theory_lessons.rpy	412	"[what]"
theory_lesson5_77044707		I can see what he's saying, but I've always been able to feel the spirits. It doesn't makes sense to deny that now.	game/events/school/theory_lessons.rpy	417	"[what]"
theory_lesson5_73f3790e	ti.says	I believe that's all the time we have. I wish you all the best of luck on your exams tomorrow. If you apply yourself as you've done in my class, I have no doubts you'll come out victorious.	game/events/school/theory_lessons.rpy	421	ti.says "[what]"
generic_market_event_93bfa308		It's a beautiful day in the market.	game/events/town.rpy	26	"[what]"
generic_market_event_e53168ab		While walking down the street you happen across 10... money. How lucky!	game/events/town.rpy	28	"[what]"
special_market_event_93bfa308		It's a beautiful day in the market.	game/events/town.rpy	38	"[what]"
special_market_event_ace2d91b		While walking down the street you happen across 100... money. How incredibly lucky!	game/events/town.rpy	40	"[what]"
discover_dojo_72ba8f16		Here I have discovered the dojo	game/events/town.rpy	58	"[what]"
discover_blacksmith_752c39a5		Here I have discovered the blacksmith	game/events/town.rpy	65	"[what]"
discover_orphanage_26993727		Here I have discovered the orphanage	game/events/town.rpy	72	"[what]"
discover_fountain_661547f9		Here I have discovered the fountain	game/events/town.rpy	79	"[what]"
discover_back_alley_4485072b		Here I have discovered the back alley	game/events/town.rpy	86	"[what]"
discover_printer_c7163a9a		Here I have discovered the printer	game/events/town.rpy	93	"[what]"
discover_inn_7a0fae6c		Here I have discovered the inn	game/events/town.rpy	100	"[what]"
discover_carpenter_18efcdc4		Here I have discovered the carpenter	game/events/town.rpy	107	"[what]"
generic_dojo_event_43c75b19		I visit the dojo. There's nothing to do here today.	game/events/town.rpy	131	"[what]"
generic_blacksmith_event_23bbf060		I visit the blacksmith. There's nothing to do here today.	game/events/town.rpy	142	"[what]"
generic_fountain_event_f8f533f5		I visit the fountain. There's nothing to do here today.	game/events/town.rpy	151	"[what]"
generic_back_alley_event_1b4904f0		I visit the back alleys. There's nothing to do here today.	game/events/town.rpy	161	"[what]"
generic_inn_event_89e40a41		I visit the inn. There's nothing to do here today.	game/events/town.rpy	171	"[what]"
